Title,Issuer,Date,User
HTML5 - From Basics to Advanced level,Udemy,Issued Apr 2021,tokaehab
Design Patterns,Coursera,Issued Aug 2020,tokaehab
Java,IBM,Issued Aug 2020,tokaehab
Advanced Design Patterns: Design Principles,LinkedIn,Issued Dec 2022,waelelsafty07
Unit Testing in Django,LinkedIn,Issued Dec 2022,waelelsafty07
Programming in Python,Coursera,Issued Sep 2022,waelelsafty07
Learn PHP from Scratch,"Educative, Inc.",Issued Sep 2022,walaa-abdallah94
Advanced Cloud DevOps nanodegree Certificate,Udacity,Issued May 2022,walaa-abdallah94
Building Scalable Data Pipelines with Kafka,"Educative, Inc.",Issued May 2022,walaa-abdallah94
Deep Learning Specialization,Coursera,Issued Jul 2020,walaa-ihab-100055163
Convolutional Neural Networks,Coursera,Issued Feb 2021,yara-mahmoud-0a72861aa
"Improving Deep Neural Networks: Hyperparameter Tuning, Regularization and Optimization",Coursera,Issued Jan 2021,yara-mahmoud-0a72861aa
Neural Networks and Deep Learning,Coursera,Issued Jan 2021,yara-mahmoud-0a72861aa
Associate Reactive Developer,OutSystems,Issued Apr 2023,yashraf74
Automating your API tests with REST Assured,TestAutomationU,Issued Jan 2023,yasmeen-abdelaziz
Exploring Service APIs through Test Automation,TestAutomationU,Issued Oct 2022,yasmeen-abdelaziz
Java Programming,TestAutomationU,Issued Oct 2022,yasmeen-abdelaziz
Red Hat Certified Engineer (RHCE),Red Hat,Issued Sep 2022 · Expires Sep 2025,yasmina-salah
AWS Certified Solutions Architect – Associate,Amazon Web Services (AWS),Issued Mar 2022 · Expires Mar 2025,yasmina-salah
Red Hat Certified System Administrator (RHCSA),Red Hat,Issued Feb 2021 · Expires Feb 2024,yasmina-salah
Python Certified,HackerRank,Issued Feb 2023,yassin-dinana
Machine Learning Fundamentals Skill Path,Codecademy,Issued Oct 2022,yassin-dinana
Learn Data Structures and Algorithms with Python Course,Codecademy,Issued Sep 2022,yassin-dinana
Artificial Intelligence Analyst - Explorer Award 2019,IBM,Issued Sep 2019,yehia-elsayed-396398177
Artificial Intelligence Analyst - Mastery Award 2019,IBM,Issued Sep 2019,yehia-elsayed-396398177
Artificial Intelligence Analyst 2021 Mastery Exam,IBM,Issued Aug 2021,yomna-abdulwahab
Data Analysis Professional Nanodegree,Udacity,Issued May 2021,yomna-abdulwahab
CKAD: Certified Kubernetes Application Developer,The Linux Foundation,Issued Mar 2023 · Expires Mar 2026,yomna-abdulwahab
Data Science Capstone,The Johns Hopkins University,Issued Jun 2020,yomna-fathy-52813a119
Developing Data Products,The Johns Hopkins University,Issued May 2020,yomna-fathy-52813a119
Practical Machine Learning,The Johns Hopkins University,Issued May 2020,yomna-fathy-52813a119
Front End Web developer nanodegree,Udacity,Issued Feb 2021,yomna-raouf-392440168
Introduction to CSS3,Coursera,Issued Jun 2020,yomna-raouf-392440168
AWS Fundamentals: Going Cloud-Native,Coursera,Issued May 2020,yomna-raouf-392440168
Machine Learning,Coursera,Issued Jan 2019,yomna-safaa-el-din
Deep Learning Specialization,Coursera,Issued Oct 2018,yomna-safaa-el-din
Convolutional Neural Networks,Coursera,Issued Sep 2018,yomna-safaa-el-din
Crash course in Python,Google,Issued Aug 2020,yomna-tarek
Introduction to Artificial Intelligence,IBM,Issued Aug 2020,yomna-tarek
Introduction to Web Development,"University of California, Davis",Issued Aug 2020,yomna-tarek
Deep Learning Nanodegree,Udacity,Issued Mar 2020,yosrym93
Artificial Intelligence Intro,IBM,Issued Sep 2018,yosrym93
Effective Listening,Linkedin Learning,Issued Aug 2022,yousof-osama
Introduction to FPGA Design for Embedded Systems,Coursera,Issued Aug 2021,yousof-osama
ASIC Physical design,ONE Lab Egypt,Issued Apr 2021,yousof-osama
Version Control (Meta),Coursera,Issued Aug 2022,youssef--ezzat
Building RESTful APIs with Node.js and Express,Lynda.com,Issued Mar 2020,youssef--ezzat
Learning Node.js,Lynda.com,Issued Mar 2020,youssef--ezzat
ISTQB Foundation Level,ISTQB® - International Software Testing Qualifications Board,Issued Dec 2022,youssef-abdelhameed
Digital Design Internship,Si-Vision,Issued Nov 2021,youssef-abdelhameed
ShARE Leadership Programme of Excellence,ShARE - Growing a new generation of leaders,Issued Aug 2021,youssef-abdelhameed
SQL Antipatterns: Avoiding the Pitfalls of Database Programming,"Educative, Inc.",Issued Aug 2022,youssef-ali97
Docker for Developers,"Educative, Inc.",Issued Apr 2022,youssef-ali97
Data Structures in JavaScript: Visualizations &amp; Exercises,"Educative, Inc.",Issued Mar 2022,youssef-ali97
Object-Oriented Design,Coursera,Issued Jan 2019,youssef-gamal
Parallel Programming in Java,Coursera,Issued Dec 2018,youssef-gamal
"Graph Search, Shortest Paths, and Data Structures",Coursera,Issued Sep 2018,youssef-gamal
Introduction to Bash Shell Scripting,Coursera,Issued Jul 2020,youssefgalal
Convolutional Neural Networks,Coursera,Issued Jun 2020,youssefgalal
Crash Course on Python,Coursera,Issued Jun 2020,youssefgalal
Java Level 1,Cambridge Certification Authority,Issued Aug 2020,youssefhussein
Java Level 2,Cambridge Certification Authority,Issued Aug 2020,youssefhussein
The Complete Android Oreo Developer Course - Build 23 Apps!,Udemy,Issued Aug 2020,youssefhussein
Production Machine Learning Systems,Coursera,Issued Jul 2022,youssephahmed
AWS Cloud Practitioner Essentials.,Amazon Web Services (AWS),Issued Mar 2021,youssephahmed
Cloud Application Developer 2018 - Explorer Award for Students,Issued Sep 2018,Credential ID IBM,youssephahmed
Build Basic Generative Adversarial Networks (GANs),Coursera,Issued Jan 2021,yussef-ayman
"Improving Deep Neural Networks: Hyperparameter tuning, Regularization and Optimization",Coursera,Issued Oct 2020,yussef-ayman
Structuring Machine Learning Projects,Coursera,Issued Oct 2020,yussef-ayman
Mathematics for Machine Learning,Coursera Course Certificates,Issued Jun 2021,yusuf-awad
Machine Learning,Coursera Course Certificates,Issued Jan 2021,yusuf-awad
Machine Learning Algorithms: Supervised Learning Tip to Tail,Coursera Course Certificates,Issued Mar 2020,yusuf-awad
Artificial Intelligence Analyst - Mastery Award,IBM,Issued Oct 2020,zeyad-el-halawany-543753235
Deep Learning Specialization,Coursera,Issued Oct 2020,zeyad-el-halawany-543753235
Cloud Application Development - Mastery Award,IBM,Issued Sep 2020,zeyad-el-halawany-543753235
Cloud Application Developer Mastery Award,IBM,Issued Jul 2017,zeyadetman
TensorFlow in Practice Specialization,Coursera,Issued May 2020,zeyadosama
Deep Learning Specialization,Coursera,Issued Apr 2020,zeyadosama
Mathematics for Machine Learning: Linear Algebra,Coursera,Issued Apr 2020,zeyadosama
Generative Adversarial Networks (GANs),DeepLearning.AI,Issued Dec 2022,ziad-amerr
Deep Learning Nanodegree,Udacity,Issued Nov 2022,ziad-amerr
Data Analysis Professional Nanodegree,Udacity,Issued Aug 2022,ziad-amerr
Typescript fundmental,MaharaTech - ITIMooca,Issued Jan 2023,zienabmuhammad
ES6,MaharaTech - ITIMooca,Issued Dec 2022,zienabmuhammad
cascading style sheet (css),HackerRank,Issued Dec 2022,zienabmuhammad
