User,CompanyUrl,Company,Title,EmploymentType,From,To,Duration,Location,title_tag
abdomagdy,https://www.linkedin.com/company/10809581/,Raisa Energy LLC,frontend engineer,Full-time,Aug 2021,Present,21.0,,front-end
abdomagdy,https://www.linkedin.com/company/4827017/,Upwork,frontend developer,Freelance,Nov 2020,Present,30.0,,front-end
abdomagdy,https://www.linkedin.com/company/53157320/,m3ntorship,frontend developer,Internship,Apr 2020,Aug 2020,5.0,Remote,front-end
abdullah-alhadidi,https://www.linkedin.com/company/1586/,Amazon,software development engineer,Full-time,Oct 2020,Present,31.0,United Kingdom,software
abdullah-alhadidi,https://www.linkedin.com/company/1112/,Orange Business Services,software engineer,Full-time,May 2019,Sep 2020,17.0,"Cairo, Egypt",software
abdullah-alhadidi,https://www.linkedin.com/company/18171575/,Elephant Phunk,software engineer,Full-time,Apr 2018,Apr 2019,13.0,"Cairo Governorate, Egypt",software
abdullah-alhadidi,https://www.linkedin.com/company/2034/,AIESEC in Egypt,process optimization manager,,Jul 2017,Feb 2018,8.0,,Lead
abdullah-alhadidi,UNKNOWN,Monsters Creative Solutions,game developer,,Jul 2017,Oct 2017,4.0,"Cairo Governorate, Egypt",GAME
abdullah-hanfy,https://www.linkedin.com/company/209215/,Si-Vision,embedded software engineer,Full-time,Jul 2022,Present,10.0,"Cairo, Egypt",Embedded
abdullah-hanfy,https://www.linkedin.com/company/76319442/,APPRAID TECH,embedded software engineer,Internship,Jun 2022,Jul 2022,2.0,"Giza, Al Jizah, Egypt",Embedded
abdullah-hanfy,UNKNOWN,SafwaSoft,flutter developer,Full-time,Jan 2021,May 2021,5.0,"El Sheikh Zaid, Al Jizah, Egypt",mobile
abdullah-hanfy,https://www.linkedin.com/company/2669/,Valeo,summer intern,Internship,Jun 2019,,1.0,,internship
abdullah-hanfy,https://www.linkedin.com/company/2513807/,INJAZ Egypt,internship trainee,,Jun 2019,,1.0,,internship
abdullahadel41,https://www.linkedin.com/company/1862288/,Coformatique,backend engineer,Part-time,Sep 2022,Present,8.0,"Cairo, Egypt",back-end
abdullahadel41,https://www.linkedin.com/company/1862288/,Coformatique,full stack developer,Internship,Jul 2022,Aug 2022,2.0,Cairo,full-stack
abdullahadel41,https://www.linkedin.com/company/13625083/,The Sparks Foundation,web development intern,Internship,Oct 2021,,1.0,,full-stack
abdulrahman-fouad-066763104,https://www.linkedin.com/company/18899346/,ACME SAICO - Integrated Engineering Systems -(IES),software engineer,Full-time,Mar 2022,Present,14.0,"Cairo, Egypt",software
abdulrahman-fouad-066763104,UNKNOWN,Self-employed,software engineer,,Jul 2020,Mar 2022,21.0,,software
abdulrahman-fouad-066763104,https://www.linkedin.com/company/5085876/,Trixpert Egypt,software test engineer,Full-time,Mar 2021,May 2021,3.0,"Cairo, Egypt",QA
abdulrahman-fouad-066763104,UNKNOWN,Self-employed,java developer,,Jan 2019,Mar 2021,27.0,,software
abdulrahman-shahat-499862181,https://www.linkedin.com/company/28140950/,CrocoIT,computer vision engineer,Full-time,Dec 2021,Present,17.0,,AI
abdulrahman-shahat-499862181,https://www.linkedin.com/company/72075333/,ZHome,iot engineer,Full-time,Oct 2021,Present,19.0,"Cairo, Egypt",Embedded
abdulrahman-shahat-499862181,https://www.linkedin.com/company/27006875/,iNetworks,data analysis &amp; nlp,Internship,Feb 2020,Jun 2020,5.0,Egypt,data
abdulrahmanmahmoud,https://www.linkedin.com/company/71273635/,Siemens EDA (Siemens Digital Industries Software),software development engineer,,Apr 2021,Present,25.0,,software
adel-el-nabarawy-25a3391b7,https://www.linkedin.com/company/1035/,Microsoft,data and applied scientist,Full-time,Apr 2022,Present,13.0,"Cairo, Egypt",data
adel-el-nabarawy-25a3391b7,https://www.linkedin.com/company/69204627/,Digital Egypt Builders Initiative- DEBI,master degree student,,Feb 2021,Mar 2022,14.0,Egypt,teaching
adel-el-nabarawy-25a3391b7,https://www.linkedin.com/company/12634566/,RepoTech,full-stack developer,Full-time,Oct 2018,Nov 2019,14.0,Egypt,full-stack
adel-m-aek,https://www.linkedin.com/company/71273635/,Siemens EDA (Siemens Digital Industries Software),software development engineer,,Aug 2019,Present,45.0,"Cairo, Egypt",software
adel-m-aek,https://www.linkedin.com/company/653005/,"Faculty of Engineering, Ain Shams University",teaching assistant,Part-time,Sep 2019,Sep 2020,13.0,"Cairo Governorate, Egypt",teaching
adel-m-aek,https://www.linkedin.com/company/2697/,Mentor Graphics,intern,,Apr 2019,Aug 2019,5.0,Egypt,internship
adel-sadek-1aa018148,https://www.linkedin.com/company/41607/,iHorizons,frontend developer,Full-time,Jan 2021,Present,28.0,"Cairo, Egypt",front-end
adel-sadek-1aa018148,https://www.linkedin.com/company/17912035/,INTEGRATEME Management Consulting,senior frontend developer,Contract,Mar 2022,Dec 2022,10.0,Egypt · Remote,front-end
adel-sadek-1aa018148,https://www.linkedin.com/company/145787/,Link Development,senior frontend developer,Full-time,Jan 2019,Jan 2021,25.0,"Maadi, Cairo Governorate, Egypt",front-end
adel-sadek-1aa018148,https://www.linkedin.com/company/67727405/,Freelancing,frontend developer,Freelance,Jan 2017,Jan 2021,49.0,"Al-Maadi, Cairo, Cairo, Egypt",front-end
adel-sadek-1aa018148,https://www.linkedin.com/company/9244812/,Kick Start Interactive,frontend developer,,Jan 2018,Jan 2019,13.0,,front-end
adham-hesham-15b8b21a9,https://www.linkedin.com/company/621337/,Si-Ware Systems,machine learning engineer,Full-time,Aug 2021,Present,21.0,,AI
adham-mamdouh-1941b518b,https://www.linkedin.com/company/3047747/,Instabug,software engineer ii | backend,Full-time,May 2022,Present,12.0,"Cairo, Egypt",back-end
adham-mamdouh-1941b518b,https://www.linkedin.com/company/12237/,Ultimus,software engineer,Full-time,Aug 2021,May 2022,10.0,"Cairo, Egypt",software
adham-mamdouh-1941b518b,https://www.linkedin.com/company/12237/,Ultimus,software engineer,Part-time,Jun 2019,Jul 2021,26.0,Egypt,software
aelrewaidy,https://www.linkedin.com/company/71523181/,Ivy,machine learning engineer,Full-time,Dec 2022,Present,5.0,"London, England, United Kingdom · Remote",AI
aelrewaidy,UNKNOWN,Watanya for roads,python developer,Part-time,Mar 2022,Aug 2022,6.0,"Cairo, Egypt · On-site",software
aelrewaidy,UNKNOWN,Freelance,deep learning researcher,,May 2021,Mar 2022,11.0,Worldwide · Remote,AI
aessam,https://www.linkedin.com/company/162479/,Apple,software architect (fire starter),,Sep 2021,Present,20.0,"Cupertino, California, United States",IT
aessam,https://www.linkedin.com/company/162479/,Apple,engineering manager,,Mar 2021,Sep 2021,7.0,"Cupertino, California, United States",Lead
aessam,https://www.linkedin.com/company/162479/,Apple,senior software engineer,,Jul 2018,Mar 2021,33.0,"Cupertino, California",software
aessam,https://www.linkedin.com/company/3688641/,Chariot,senior software engineering,,Mar 2018,Jul 2018,5.0,San Francisco Bay Area,software
aessam,https://www.linkedin.com/company/76987811/,Facebook,software engineer client foundation,Full-time,Aug 2016,Mar 2018,20.0,"Menlo Park, California",software
aessam,https://www.linkedin.com/company/165306/,OMS,mobile applications development team lead,,May 2015,Jul 2016,15.0,"Cairo, Egypt",Lead
aessam,https://www.linkedin.com/company/165306/,OMS,technical consultant,,Dec 2014,Feb 2015,3.0,"Cairo, Egypt",
ahmad-adel-elkilany-3b48a5109,https://www.linkedin.com/company/3610041/,Incorta,machine learning engineer,Full-time,Apr 2019,Present,49.0,"Alexandria Governorate, Egypt",AI
ahmad-adel-elkilany-3b48a5109,https://www.linkedin.com/company/204668/,BADR,ios developer,,Oct 2017,Mar 2019,18.0,,mobile
ahmad-adel-elkilany-3b48a5109,https://www.linkedin.com/company/204668/,BADR,big data developer,,Jul 2017,Sep 2017,3.0,,data
ahmad-adel-elkilany-3b48a5109,https://www.linkedin.com/company/268822/,"Faculty of Engineering, Alexandria University, Egypt",computer science student,,Sep 2012,May 2017,57.0,,student
ahmad-gadallah-33060a17a,https://www.linkedin.com/company/107961/,"SilverKey
                                                                                Technologies",software engineer,Part-time,Oct 2021,Present,19.0,"Cairo, Egypt",software
ahmad-gadallah-33060a17a,https://www.linkedin.com/company/107961/,"SilverKey
                                                                                Technologies",software engineer intern,Internship,Jul 2021,Oct 2021,4.0,Egypt,software
ahmad-gadallah-33060a17a,https://www.linkedin.com/company/47609389/,Hack Your Own,summer intern,Internship,May 2020,Aug 2020,4.0,,internship
ahmad-gadallah-33060a17a,UNKNOWN,High School Teaching Facility,mathematics teaching assistant,Part-time,Aug 2018,Feb 2020,19.0,"Cairo, Egypt",teaching
ahmaddosama,https://www.linkedin.com/company/71273635/,Siemens EDA (Siemens Digital Industries Software),software qa test engineer,Full-time,Aug 2022,Present,9.0,Egypt,QA
ahmadhindawy,https://www.linkedin.com/company/29003955/,Swift Act,embedded software engineer,Full-time,Sep 2022,Present,8.0,,Embedded
ahmadhindawy,https://www.linkedin.com/company/76488008/,Aquaphoton Academy,embedded engineer,Part-time,Sep 2018,Sep 2022,49.0,"Alexandria, Egypt",Embedded
ahmawad96,https://www.linkedin.com/company/10809581/,Raisa Energy LLC,data engineer ll,,Sep 2022,Present,8.0,,data
ahmawad96,https://www.linkedin.com/company/10809581/,Raisa Energy LLC,data engineer,,Jul 2021,Sep 2022,15.0,,data
ahmawad96,https://www.linkedin.com/company/54135463/,Velents | ڤيلنتس,machine learning engineer,Full-time,Apr 2021,Jun 2021,3.0,"Cairo, Egypt",AI
ahmawad96,https://www.linkedin.com/company/722122/,Affectiva,deep learning intern,Internship,Dec 2020,Mar 2021,4.0,"New Cairo, Cairo, Egypt",AI
ahmawad96,https://www.linkedin.com/company/17907434/,WideBot,data science intern,,Jul 2019,Oct 2019,4.0,,data
ahmawad96,https://www.linkedin.com/company/1562379/,Slader,online tutor,,Jun 2018,Oct 2018,5.0,Egypt,
ahmdelemam,https://www.linkedin.com/company/2646846/,Sopra Banking Software,lead software engineer - backend,,Oct 2022,Present,7.0,,back-end
ahmdelemam,https://www.linkedin.com/company/2646846/,Sopra Banking Software,senior software engineer - backend,,Apr 2021,Dec 2022,21.0,,back-end
ahmdelemam,https://www.linkedin.com/company/23103852/,VAHA,senior backend ruby developer,Full-time,Jul 2019,Mar 2021,21.0,"Berlin, Germany",back-end
ahmdelemam,https://www.linkedin.com/company/17977554/,Skolera,lead backend engineer,,Jun 2018,Jul 2019,14.0,Egypt,back-end
ahmdelemam,https://www.linkedin.com/company/10602659/,Carriage Co,senior software engineer - backend,,Nov 2017,Jun 2018,8.0,Egypt,back-end
ahmdelemam,https://www.linkedin.com/company/3540727/,USY TECH,senior backend engineer,,Jan 2014,Nov 2017,47.0,cairo,back-end
ahmed-abdelmalek,https://www.linkedin.com/company/2475568/,Udacity,session lead,Part-time,Oct 2022,Present,7.0,Egypt,Lead
ahmed-abdelmalek,https://www.linkedin.com/company/17907434/,WideBot,data scientist,,Oct 2019,Present,43.0,"maadi, Cairo, egypt",data
ahmed-abdelmalek,https://www.linkedin.com/company/17907434/,WideBot,data scientist,Internship,Jul 2019,Sep 2019,3.0,"El-maady, Cairo, Egypt",data
ahmed-abdelmalek,https://www.linkedin.com/company/2475568/,Udacity,data science mentor,,Mar 2019,Apr 2020,14.0,,data
ahmed-abdelsalam-a8933842,https://www.linkedin.com/company/15088102/,Dell Technologies,principal software engineer,,Dec 2022,Present,5.0,Hybrid,software
ahmed-abdelsalam-a8933842,https://www.linkedin.com/company/15088102/,Dell Technologies,senior software engineer,,Aug 2021,Nov 2022,16.0,,software
ahmed-abdelsalam-a8933842,https://www.linkedin.com/company/167822/,_VOIS,senior software automation testing engineer,Full-time,Jul 2020,Jul 2021,13.0,"Cairo, Egypt",QA
ahmed-abdelsalam-a8933842,https://www.linkedin.com/company/3610041/,Incorta,senior software development engineer in testing,Full-time,May 2018,Jul 2020,27.0,Egypt,QA
ahmed-abdelsalam-a8933842,https://www.linkedin.com/company/16198010/,DXC Technology,testing engineer,,Dec 2016,May 2018,18.0,,QA
ahmed-abdelsalam-a8933842,https://www.linkedin.com/company/1192280/,BI-Technologies,quality control engineer,,Jun 2015,Dec 2016,19.0,Egypt,IT
ahmed-alsaey-995017177,https://www.linkedin.com/company/1862288/,Coformatique,back-end developer,Full-time,Jul 2021,Present,22.0,"Cairo, Egypt",back-end
ahmed-alsaey-995017177,https://www.linkedin.com/company/1862288/,Coformatique,ios developer,Part-time,Oct 2019,Dec 2019,3.0,,mobile
ahmed-alsaey-995017177,https://www.linkedin.com/company/1862288/,Coformatique,ios developer,Internship,Jul 2019,Sep 2019,3.0,"Cairo Governorate, Egypt",mobile
ahmed-amin-hassan-6aa619212,https://www.linkedin.com/company/86293907/,QOAD,ios developer,Full-time,Sep 2022,Present,8.0,"Cairo, Egypt",mobile
ahmed-amin-hassan-6aa619212,https://www.linkedin.com/company/14374240/,Zimozi,ios developer,Full-time,Jul 2021,Sep 2022,15.0,India,mobile
ahmed-amin-hassan-6aa619212,https://www.linkedin.com/company/861427/,Fiverr,ios developer,Freelance,Aug 2020,May 2021,10.0,"Cairo, Egypt",mobile
ahmed-ayman-3741551a5,https://www.linkedin.com/company/15088102/,Dell Technologies,devops engineer,Full-time,Oct 2022,Present,7.0,,devops
ahmed-ayman-3741551a5,https://www.linkedin.com/company/3047747/,Instabug,devops engineer,Internship,Jul 2022,Sep 2022,3.0,,devops
ahmed-ayman-3741551a5,https://www.linkedin.com/company/107961/,SilverKey Technologies,software engineer,Internship,Jul 2021,Sep 2021,3.0,,software
ahmed-bahaa-584346147,https://www.linkedin.com/company/139006/,ARPU Telecommunication Services (ArpuPlus),senior software engineer,Full-time,Oct 2021,Present,19.0,,software
ahmed-bahaa-584346147,https://www.linkedin.com/company/2620892/,CodeLab,.net developer,,May 2018,Oct 2021,42.0,Egypt,software
ahmed-bahaa-584346147,https://www.linkedin.com/company/2857404/,Ain Shams University,teaching assistant,Full-time,Mar 2019,Mar 2020,13.0,,teaching
ahmed-bahaa-584346147,https://www.linkedin.com/company/2613211/,NOOR Data Network,software engineer,,Oct 2017,Apr 2018,7.0,,software
ahmed-bahaa-584346147,https://www.linkedin.com/company/393986/,National Bank of Egypt (NBE),intern,,Aug 2015,Sep 2015,2.0,"Cairo Governorate, Egypt",internship
ahmed-el-shoubashy-70237519a,https://www.linkedin.com/company/3610041/,Incorta,software engineer ii,,Sep 2022,Present,8.0,,software
ahmed-el-shoubashy-70237519a,https://www.linkedin.com/company/3610041/,Incorta,software engineer,,Jul 2021,Sep 2022,15.0,,software
ahmed-el-shoubashy-70237519a,https://www.linkedin.com/company/3517281/,Petromaint,software engineer intern,Internship,Jul 2018,Aug 2018,2.0,"Alexandria Governorate, Egypt",software
ahmed-elabd-b30977152,https://www.linkedin.com/company/17951779/,Breadfast,mobile engineer,Full-time,May 2022,Present,12.0,,mobile
ahmed-elabd-b30977152,https://www.linkedin.com/company/78797546/,OneOrder,software engineer,Full-time,Dec 2021,Apr 2022,5.0,,software
ahmed-elabd-b30977152,https://www.linkedin.com/company/27002880/,qpix,software engineer,Full-time,Aug 2020,Dec 2021,17.0,,software
ahmed-elabd-b30977152,https://www.linkedin.com/company/66937760/,startupsبالعربي,graphic designer,Part-time,Apr 2020,Sep 2020,6.0,"Cairo, Egypt",
ahmed-elabd-b30977152,https://www.linkedin.com/company/72732670/,Shiphaly,mobile application developer,Part-time,Dec 2019,Apr 2020,5.0,"Cairo, Egypt",mobile
ahmed-elbatrawy-9a1480103,https://www.linkedin.com/company/2379987/,Evolvice GmbH,senior java developer,Full-time,Oct 2022,Present,7.0,Egypt,software
ahmed-elbatrawy-9a1480103,https://www.linkedin.com/company/167822/,_VOIS,senior java developer,Full-time,Jan 2021,Oct 2022,22.0,,software
ahmed-elbatrawy-9a1480103,https://www.linkedin.com/company/315454/,"ASSET
                                                                                Technology Group",senior java software engineer,Full-time,Jun 2020,Jan 2021,8.0,,software
ahmed-elbatrawy-9a1480103,https://www.linkedin.com/company/315454/,"ASSET
                                                                                Technology Group",junior java developer,,May 2018,Jun 2020,26.0,Egypt,software
ahmed-eldakhakhny,https://www.linkedin.com/company/4205/,Hilti Group,software qa engineer,Full-time,Dec 2020,Present,29.0,"Kaufering, Bavaria, Germany",QA
ahmed-eldakhakhny,https://www.linkedin.com/company/4992890/,Scope Group,senior qa automation engineer,Full-time,Jan 2019,Sep 2020,21.0,"Berlin Area, Germany",QA
ahmed-eldakhakhny,https://www.linkedin.com/company/595883/,Takeaway.com,senior software qa engineer,,Aug 2015,Dec 2018,41.0,"Berlin Area, Germany",QA
ahmed-eldakhakhny,https://www.linkedin.com/company/1217/,Vodafone Egypt,senior software test engineer,,Sep 2013,Jun 2015,22.0,"Cairo Governorate, Egypt",QA
ahmed-eldakhakhny,https://www.linkedin.com/company/1217/,Vodafone Egypt,software test engineer,,Sep 2011,Sep 2013,25.0,,QA
ahmed-eldakhakhny,https://www.linkedin.com/company/2190/,CyberSource-Visa corp,software quality assurance engineer,,Jan 2010,Sep 2011,21.0,,IT
ahmed-elgarem-b996b065,https://www.linkedin.com/company/28122783/,Synapse Analytics,data science manager,,Jul 2021,Present,22.0,"Cairo, Egypt",Lead
ahmed-elgarem-b996b065,https://www.linkedin.com/company/28122783/,Synapse Analytics,data scientist,,Jan 2020,Jul 2021,19.0,,data
ahmed-elgarem-b996b065,https://www.linkedin.com/company/2018385/,Pentland Firth Software GmbH,working student,,Apr 2017,Apr 2018,13.0,Hofmannstraße 61,student
