name,logo,banner,description,tagLine,followerCount,website,domain,location,companyAddress,industry,companySize,headquarters,founded,specialties,mainCompanyID,linkedinID,salesNavigatorLink,employeesOnLinkedIn,companyName,query,timestamp,companyUrl,phone,error,isClaimable
Energia Powered,https://media.licdn.com/dms/image/C560BAQGKBQ98NeehBA/company-logo_200_200/0/1565845072308?e=1691625600&v=beta&t=3T3BD_xdXp11Vjjo7B3R4u19_Pvj-6HuAbllVp_KMXQ,https://media.licdn.com/dms/image/C561BAQEI5iT3mPE3jQ/company-background_10000/0/1565845110233?e=1683889200&v=beta&t=p55TlNX-RJzMm8NimnyQ9ylV1FfTEXlUpha2TjcFyD4,"Energia Powered is a student activity in Ain Shams University which was held for the first time in the academic year 2011/2012. It is completely managed and organized by students under the supervision of the faculty of engineering professors and administration. The idea was raised to provide students with the supplementary skills needed in the labor market.
Our Vision :
Preparing calibers by developing students in both personal and career levels to make them qualified for the market needs.
Our Mission :
Enhancing students' technical and non-technical skills through events and projects.
Energia powered attempts to deliver values and achieve its vision through different projects:
- Conferences
- Training sessions
- Events
- Field trips",EP'22,1477,https://www.energia-powered.com/,https://energia-powered.com,"Cairo, Egypt","Cairo Uni. Street, Cairo University, Cairo, Egypt,  456423, EG",Non-profit Organization Management,51-200 employees,,2011,"Engineering, Architecture, Electrical Power, Mechanical , Civil, Communication, Computer, Biomedical , Human Resourses, Marketing, Project Management, and Enterpernuership",28997276,28997276,https://www.linkedin.com/sales/company/28997276/,69,Energia Powered,https://www.linkedin.com/company/28997276/,2023-05-05T10:54:04.370Z,https://www.linkedin.com/company/energiapowered/,01120008890,,
Petrosilah/Merlon International,https://media.licdn.com/dms/image/C510BAQEm3f4TPFi3Nw/company-logo_200_200/0/1519864144822?e=1691625600&v=beta&t=keSury8qQ70260ZsWbY0nS_jzNB5pKvVHvD95VHZPro,,EGPC/Merlon International JV,,1063,http://merlonpet.com/,merlonpet.com,,"Cairo- Zahraa Maadi,    EG",Oil and Gas,201-500 employees,,,,18157793,18157793,https://www.linkedin.com/sales/company/18157793/,68,Petrosilah/Merlon International,https://www.linkedin.com/company/18157793/,2023-05-05T10:54:24.557Z,https://www.linkedin.com/company/petrosilah-merlon-international/,,,
,,,,,,,,,,,,,,,,,,,,https://www.linkedin.com/company/2772168/,2023-05-05T10:54:53.092Z,,,Unavailable company,
Moselay Media Development,https://media.licdn.com/dms/image/C4E0BAQEyUjjn7J973Q/company-logo_200_200/0/1519869897014?e=1691625600&v=beta&t=Qk0e5AN0ddAaTOZXAlX8DevgzZt1t100BE_a9HWA7So,,"We help you get your company online and out for the world to see and experience firsthand.

With the latest in Web Application Technology, Mobile Application Development (iOS, Android & Windows Mobile), Software Development, Advertising and Online Product Marketing. Striving to deliver convenience to businesses. In the wake of rapidly evolving technologies communication, an entire spectrum of ideas and projects has surfaced, sometimes leaving individuals and groups alike with technicalities beyond their fields of expertise.

We steer your communication and technology needs to establish your niche in the market through developing apps, websites, platforms, and industrial applications.

We operate globally, allowing us to maximize the best of efficiency and cutting edge, providing competitive advantage to our clients in quality, cost and scale.

In the past 6 years we have assisted our clients in increasing their productivity, developing new markets, saving on costs, and freeing management from ongoing technical support off our clients to focus on their core business.

Moselay Media Development is set to capture a huge market in mobile and cloud based applications in the next few years.",,460,http://moselaymd.com,moselaymd.com,Giza,"1 El Sad El Aaly Street, Dokki, Giza,  12611, EG",Software Development,11-50 employees,,,"Web Development, Mobile Development, Web Design, Mobile Design, Social Media Marketing, SEO, Consulting, Google Apps Resellers, Integrated Marketing, Brand Development, and Content Planning & Execution",9426819,9426819,https://www.linkedin.com/sales/company/9426819/,16,Moselay Media Development,https://www.linkedin.com/company/9426819/,2023-05-05T10:55:17.800Z,https://www.linkedin.com/company/moselay-media-development/,,,
ICOM,https://media.licdn.com/dms/image/C560BAQHm3cbzl-Nd1Q/company-logo_200_200/0/1680011269390?e=1691625600&v=beta&t=NgFgLnts4QPEvVYW3qvsWHjvN6JdSBi3M1vjxRsqO6c,https://media.licdn.com/dms/image/D561BAQFPfJHwdw1TOg/company-background_10000/0/1680011060390?e=1683889200&v=beta&t=n8-1xua68foyAps2tsj3y4w5_9Qz0jeByrpt58jUwLw,"ICOM is a globally integrated medical, educational, association, communications and event management Company. We organize conferences worldwide and therefore we have great understanding of the needs of various cultures. Beyond financial goals, our core values of ideas and innovation, community involvement and recycle initiatives make us one of the most forward thinking companies in our industry.
With a team of young, creative, dynamic & dedicated professionals, simultaneously we have collected a lot of experience and constantly upgraded our strengths in all areas of event execution, event management and other products.
Beyond the checklist of services we provide, ICOM strives to differentiate from competitors. When it becomes time to look for a partner, look beyond the ordinary.","With our collaborative approach,we leverage deep insights into our clients desires to create events that deliver a value",5225,http://www.icomgroup.org,icomgroup.org,Alexandria,"El Asdekaa Building(2) - Masged El Asdekaa St. - Garden City, Alexandria, 21648, EG",Events Services,51-200 employees,"Alexandria, Egypt",1998,"Conference Organizing, Events Management, and Marketing & Communication",2236783,2236783,https://www.linkedin.com/sales/company/2236783/,215,ICOM,https://www.linkedin.com/company/2236783/,2023-05-05T10:55:40.269Z,https://www.linkedin.com/company/icom-events-management/,00203-4204849,,
 Spree,https://media.licdn.com/dms/image/C560BAQFpBgdpDKSCaA/company-logo_200_200/0/1519910845661?e=1691625600&v=beta&t=q7qgaFOxRXnmLbx4oFyTj8fgHYh-5u1FcFRx8FMZvVM,https://media.licdn.com/dms/image/C4E1BAQFIJasPS3x-PA/company-background_10000/0/1611059007065?e=1683889200&v=beta&t=kCOnzwpxCXnsBeQtQPuavJTpQT5B8U-iYDcqz5XFqY4,"Spree is an innovative company specialized in business transformation and marketing services with attention to professionalism and creativity.
Our vision is to support startups and established business entities with out of the box services that accelerate its revenues  along managing there daily financials with minimum burden and costs.
We are expecting to support decision makers to overcome there daily business obstacles  utilizing our  niche resources in management , technology & marketing fields.",Your Success Our Vision,2095,http://www.spree.media,spree.media,,"Smart Village, Giza, Egypt, B2401 Building , Wing C, First Floor,  Giza None, EG | Sameh Gado Street, Qesm 1st 6 October, Al Jizah 12556, EG",Business Consulting and Services,11-50 employees,,2016,"Software Development, Marketing, Consumer Behavior, Technology, Consumers Behavior, Business Transformation, Organization Structuring, Social Media, Graphics Design, Consulting Services, Help Desk, Market Research, Feasibility Study, Business Planning, and Management Support",18173647,18173647,https://www.linkedin.com/sales/company/18173647/,18, Spree,https://www.linkedin.com/company/18173647/,2023-05-05T10:56:06.126Z,https://www.linkedin.com/company/spree-media/,,,
Qyadat Company,https://media.licdn.com/dms/image/C4E0BAQEX_SOSmOBRYw/company-logo_200_200/0/1519888882896?e=1691625600&v=beta&t=ACCgQT6U0HhPBRTrmV1GMSOqE4Ec5nmlpidrFpUSjbg,,"قيادات مؤسسة رسمية تقدم عروض لرسائل الجوال القصيرة (اس ام اس) فى المملكة العربية السعودية 
 وهى مصنفة فى المركز الثانى على مستوى السعودية فى هذا المجال

قيادات تغطي أنشطتها كافة خدمات الويب مثل خدمات تصميم - استضافة - تطوير - برمجة المواقع 
وحملات التسويق الالكترونى.

الموقع الرسمى : www.qyadat.com‪

موقع رسائل الجوال : www.qs-sms.com

------------------------

Qyadat is an official Firm specialized in internet websites services, such services covers all what is necessary to create a website for example design...ing websites, hosting websites, developing and programming websites, and advertising them. Gratitude to Allah, we have an excellent reputation, all of our clients vouch for us as honest, committed and professional. We consider the main factor of our success lies in our understanding of the client's needs, then executing it professionally with experience, as well as keeping up with the scheduled time frame and after sale services. Qyadat also provides cell phones advertising messages, starts from ten thousands to millions of messages that companies and corporations use in their marketing and promoting plans through spreading readable advertising materials to customers on a regular basis or randomly to market their products and services in order to reach the most wide range of customers

‬official websie : www.qyadat.com‪",,493,http://www.qyadat.com,qyadat.com,الرياض,"شارع الخزان - الهرم مول - البرج الجنوبي - الدور الثاني - مكتب 4, الرياض, SA",Software Development,51-200 employees,,2007,"خدمة الرسائل القصيرة SMS, إنشاء وبرمجة المواقع, حملات التسويق الإلكتروني, تصميم المواقع, الشاشات الفلاشية, حجز الدومين, and إستضافة المواقع",2917922,2917922,https://www.linkedin.com/sales/company/2917922/,58,Qyadat Company,https://www.linkedin.com/company/2917922/,2023-05-05T10:56:30.239Z,https://www.linkedin.com/company/qyadat-company/,,,
Atos,https://media.licdn.com/dms/image/C4D0BAQEA-7akfn4FzA/company-logo_200_200/0/1638575002083?e=1691625600&v=beta&t=dq5JYFJeopfCHoQ8zzPA6auetORQJxamRey6CbVypWM,https://media.licdn.com/dms/image/D561BAQHZejo2JCDL8w/company-background_10000/0/1675762802946?e=1683889200&v=beta&t=40Y4Sr2FQbmqzilfqE9wxSbUCGnIQg6aUaMQVn5Qm-c,"| Worldwide Digital Leader | 11 billion revenue | 111,000 Employees | 69 Countries | Olympic & Paralympic Games Worldwide Partner |

Atos is a global leader in digital transformation with 111,000 employees and annual revenue of c. € 11 billion. European number one in cybersecurity, cloud and high-performance computing, the Group provides tailored end-to-end solutions for all industries in 69 countries. A pioneer in decarbonization services and products, Atos is committed to a secure and decarbonized digital for its clients. Atos is a SE (Societas Europaea), listed on Euronext Paris.
The purpose of Atos is to help design the future of the information space. Its expertise and services support the development of knowledge, education and research in a multicultural approach and contribute to the development of scientific and technological excellence. Across the world, the Group enables its customers and employees, and members of societies at large to live, work and develop sustainably, in a safe and secure information space.",Trusted partner for your Digital Journey.,1773071,https://www.atos.net,https://atos.net,95877 Bezons,"80 Quai Voltaire, 95877 Bezons, FR",IT Services and IT Consulting,"10,001+ employees",,,"Cybersecurity, Cloud, Digital Transformation, High-performance computing, Digital, Decarbonization, Analytics, AI & Automation, Digital Workplace, Internet of Things, Quantum, Computer Vision, and Edge computing",1259,"1259,1260,2274,53472064,208298",https://www.linkedin.com/sales/company/1259/,84305,Atos,https://www.linkedin.com/company/1259/,2023-05-05T10:56:59.959Z,https://www.linkedin.com/company/atos/,,,
TrianglZ LLC,https://media.licdn.com/dms/image/C4D0BAQGaj98uGS_6rQ/company-logo_200_200/0/1636367069933?e=1691625600&v=beta&t=2r28nVk0_Pt6Fv3UeQAP4wmlESY39E2NGjOXuo5wn04,https://media.licdn.com/dms/image/D561BAQFkfol8lgcCrg/company-background_10000/0/1681293145770?e=1683889200&v=beta&t=ZewBbSr_3VjkJ_EB6z1DMvm9FgLfZj1Qgx3oP6_X7Uk,"TrianglZ Software is a privately held software development and outsourcing services office in Alexandria,Egypt.
We are targeting to be one of the key players in the market within a short time.

We are experienced in Web & Mobile Development Solutions and currently we are providing services for clients in The US, Europe & Egypt.",Software Service Company,6361,http://www.trianglz.com,trianglz.com,Alexandria,"15 Mohamed Ekbal St. Luran, Alexandria, Egypt 21532, EG",Software Development,51-200 employees,"Alexandria, Egypt",2014,"Software Development, Mobile apps (IOS , Android ,Cross platfrom), Web Solutions ( RoR, .NET ), Java, Management, UX/UI Designs, IOT, and Enterprise Solutions",3064040,3064040,https://www.linkedin.com/sales/company/3064040/,78,TrianglZ LLC,https://www.linkedin.com/company/3064040/,2023-05-05T10:57:25.154Z,https://www.linkedin.com/company/trianglz/,+201060808120,,
Dailymealz | ديلي ميلز,https://media.licdn.com/dms/image/C560BAQEc5wcysvJGfA/company-logo_200_200/0/1616568923288?e=1691625600&v=beta&t=8FHD8EGg_6WrDdyJAUwwWl8zB0dbxBz6oAGRd1bHk4Q,https://media.licdn.com/dms/image/C4D1BAQEqv3LMS-X4bQ/company-background_10000/0/1624955643753?e=1683889200&v=beta&t=2X5IGEsjgrZYCuP_xUr5KPkymKbWln9sOYCE9TbU-kw,We at dailymealz bringing together the best healthy food restaurants in Saudi Arabia and kuwait with skilled inventors to make a great everyday dining experience. Our engineers along with our professional drivers make eating a healthy food every day is simple.,Building the most convenient food delivery experience.,11137,http://dailymealz.com,dailymealz.com,Riyadh,"Riyadh, Riyadh, 12881, SA",IT Services and IT Consulting,51-200 employees,"Riyadh, Riyadh",2017,"Food delivery, Subscription, and food",13591385,13591385,https://www.linkedin.com/sales/company/13591385/,63,Dailymealz | ديلي ميلز,https://www.linkedin.com/company/13591385/,2023-05-05T10:57:52.373Z,https://www.linkedin.com/company/dailymealz/,,,
